reconstruction_time, subducting_plate_id, subduction_zone_plate_id
3.0, 201.0, 2011.0
3.0, 224.0, 201.0
3.0, 301.0, 308.0
3.0, 301.0, 322.0
3.0, 301.0, 334.0
3.0, 301.0, 337.0
3.0, 301.0, 340.0
3.0, 301.0, 406.0
3.0, 301.0, 612.0
3.0, 328.0, 340.0
3.0, 328.0, 349.0
3.0, 406.0, 111.0
3.0, 501.0, 686.0
3.0, 503.0, 301.0
3.0, 511.0, 686.0
3.0, 608.0, 648.0
3.0, 608.0, 662.0
3.0, 608.0, 678.0
3.0, 608.0, 737.0
3.0, 645.0, 612.0
3.0, 645.0, 669.0
3.0, 646.0, 612.0
3.0, 646.0, 614.0
3.0, 653.0, 689.0
3.0, 653.0, 699.0
3.0, 653.0, 829.0
3.0, 659.0, 662.0
3.0, 674.0, 645.0
3.0, 674.0, 669.0
3.0, 674.0, 679.0
3.0, 677.0, 612.0
3.0, 678.0, 648.0
3.0, 678.0, 679.0
3.0, 697.0, 689.0
3.0, 697.0, 847.0
3.0, 701.0, 322.0
3.0, 701.0, 346.0
3.0, 701.0, 349.0
3.0, 701.0, 521.0
3.0, 701.0, 522.0
3.0, 701.0, 707.0
3.0, 701.0, 3222.0
3.0, 701.0, 70833.0
3.0, 801.0, 651.0
3.0, 801.0, 697.0
3.0, 801.0, 736.0
3.0, 801.0, 827.0
3.0, 801.0, 847.0
3.0, 802.0, 201.0
3.0, 802.0, 815.0
3.0, 829.0, 829.0
3.0, 829.0, 847.0
3.0, 847.0, 689.0
3.0, 847.0, 829.0
3.0, 849.0, 829.0
3.0, 849.0, 830.0
3.0, 849.0, 847.0
3.0, 901.0, 101.0
3.0, 901.0, 111.0
3.0, 901.0, 406.0
3.0, 901.0, 413.0
3.0, 901.0, 659.0
3.0, 901.0, 662.0
3.0, 901.0, 699.0
3.0, 901.0, 806.0
3.0, 901.0, 821.0
3.0, 903.0, 101.0
3.0, 909.0, 101.0
3.0, 909.0, 2000.0
3.0, 911.0, 201.0
3.0, 911.0, 2000.0
3.0, 911.0, 2015.0
3.0, 911.0, 2031.0
3.0, 970.0, 101.0
4.0, 201.0, 815.0
4.0, 201.0, 2011.0
4.0, 224.0, 201.0
4.0, 301.0, 308.0
4.0, 301.0, 322.0
4.0, 301.0, 334.0
4.0, 301.0, 337.0
4.0, 301.0, 340.0
4.0, 301.0, 406.0
4.0, 301.0, 612.0
